cohort,mixture_variant,geneset,method,truth,rmse_mean,rmse_sd,r_mean,r_sd,bias_deepest_mean,bias_deepest_sd,deepest_type,n_genes_mean,n_degenerate
LUAD,rawsum,common,depth_matched,cellfrac,0.1142869660098939,0.004008867049857853,0.7070956554102618,0.042257736173560156,0.1274230440615656,0.005665514191795882,T_NK,1200.0,0
LUAD,rawsum,common,depth_matched,fragfrac,0.07547685153714233,0.00012740129882008122,0.8762502725821886,0.013243294466793495,0.09903016523322299,0.004774419571138252,T_NK,1200.0,0
LUAD,rawsum,common,lognorm_mean,cellfrac,0.09717216419204866,0.0058513461114627725,0.7868100699762289,0.01664613239912811,0.1457964132589075,0.025296091184731584,T_NK,1200.0,0
LUAD,rawsum,common,lognorm_mean,fragfrac,0.08176140699097904,0.004841971133302417,0.8525861831452431,0.02500301165771714,0.11740353443056499,0.024822158787687315,T_NK,1200.0,0
LUAD,rawsum,common,lognorm_mean_expm1,cellfrac,0.10304080642161854,0.004829916050070477,0.7426596799135913,0.037694157580240216,0.06963524836902873,0.012076452375247779,T_NK,1200.0,0
LUAD,rawsum,common,lognorm_mean_expm1,fragfrac,0.06742451002664598,0.00579443809284057,0.8940876297060144,0.019131039976948403,0.041242369540686184,0.011751565012995322,T_NK,1200.0,0
LUAD,rawsum,common,pseudobulk_cpm,cellfrac,0.06257961183479614,0.0019907064121312823,0.9091054703105543,0.01072853737452958,0.02484674782869209,0.00656336026726245,T_NK,1200.0,0
LUAD,rawsum,common,pseudobulk_cpm,fragfrac,0.036594493908346966,0.0047500904370745235,0.9695144025245369,0.007783353318972841,-0.0035461309996504676,0.006312129179942307,T_NK,1200.0,0
LUAD,rawsum,common,raw_mean,cellfrac,0.04609299986836163,0.009655139125056363,0.9475599441521309,0.022680130871471957,-0.004928211290822018,0.006895756276706128,T_NK,1200.0,0
LUAD,rawsum,common,raw_mean,fragfrac,0.06594986191045717,0.008798132941784472,0.8976193226602748,0.029974424757528876,-0.03332109011916458,0.006999385656364477,T_NK,1200.0,0
LUAD,rawsum,common,zscale_mean,cellfrac,0.16792305214657552,0.0014428032310096863,0.09887043665961576,0.03808885221482943,0.16100716945020624,0.005098175198221957,T_NK,1200.0,0
LUAD,rawsum,common,zscale_mean,fragfrac,0.15167170897605717,0.004320378762527824,0.3151366513785707,0.0229413126069484,0.13261429062186372,0.00403736981723643,T_NK,1200.0,0
LUAD,rawsum,own,cpm_mean,cellfrac,0.12549678444568776,0.005669774025563467,0.6526332472109339,0.056659435853455196,0.14074970234364603,0.007693862549001074,T_NK,1200.0,0
LUAD,rawsum,own,cpm_mean,fragfrac,0.08636548662102476,0.002230817216579673,0.8406408399422234,0.023042661217138497,0.11235682351530345,0.006087706026144696,T_NK,1200.0,0
LUAD,rawsum,own,depth_matched,cellfrac,0.10659441424875778,0.004500545719065597,0.7359959605138783,0.044108288638194756,0.11721596887772516,0.009598192617171347,T_NK,1200.0,0
LUAD,rawsum,own,depth_matched,fragfrac,0.06865970248914159,0.0014962096795153514,0.8938212410467686,0.015180243649904827,0.08882309004938264,0.008633780956098782,T_NK,1200.0,0
LUAD,rawsum,own,lognorm_mean,cellfrac,0.06829770599365585,0.008318855119452793,0.8877738908053271,0.014125522639794903,0.07299512487967087,0.017939857133181754,T_NK,1199.3333333333333,0
LUAD,rawsum,own,lognorm_mean,fragfrac,0.052738890388960326,0.005982275202005923,0.9348262834076669,0.017868351077090443,0.04460224605132829,0.018404369805555897,T_NK,1199.3333333333333,0
LUAD,rawsum,own,lognorm_mean_expm1,cellfrac,0.08605862100977968,0.00547712371533464,0.8127249499577668,0.03349783070225389,0.04376790255414396,0.006208213093557084,T_NK,1200.0,0
LUAD,rawsum,own,lognorm_mean_expm1,fragfrac,0.056104860169994546,0.0019783087539204706,0.9259109837934925,0.009196660978887331,0.0153750237258014,0.004491428675997034,T_NK,1200.0,0
LUAD,rawsum,own,pseudobulk_cpm,cellfrac,0.06375187590935114,0.0021865413489423977,0.9061980958541165,0.016225409809746745,0.026754377774352512,0.0034508481027756034,T_NK,1200.0,0
LUAD,rawsum,own,pseudobulk_cpm,fragfrac,0.03619213877086958,0.002590198338537795,0.9705121414165935,0.005062130415530018,-0.001638501053990042,0.002684896553761337,T_NK,1200.0,0
LUAD,rawsum,own,raw_mean,cellfrac,0.04769859854595315,0.0024630457529976916,0.9466760137564375,0.004125490092808606,-0.002772947757328547,0.0022111076985965065,T_NK,1188.6666666666667,0
LUAD,rawsum,own,raw_mean,fragfrac,0.06494685382870581,0.0013912881052014067,0.9033507262213111,0.012896036878999755,-0.0311658265856711,0.0039042354042540363,T_NK,1188.6666666666667,0
LUAD,rawsum,own,zscale_mean,cellfrac,0.16730394428021542,0.0017711179012690245,0.07296092196423336,0.034061070639607824,0.13655399627731343,0.00468296960826337,T_NK,1200.0,0
LUAD,rawsum,own,zscale_mean,fragfrac,0.15199035516607415,0.005948148388097737,0.29201290942544245,0.015157625093851842,0.1081611174489709,0.004974116910645544,T_NK,1200.0,0
